Years,x1_5_hr,rank,Probability,Frequency
"2017-2018",31.4666666666667,1,6.25,16
"2020-2021",30.8666666666667,2,12.5,8
"2011-2012",29.4666666666667,3,18.75,5.33333333333333
"2021-2022",19.0666666666667,4,25,4
"2010-2011",18.1333333333333,5,31.25,3.2
"2012-2013",17.2666666666667,6,37.5,2.66666666666667
"2018-2019",17.0666666666667,7,43.75,2.28571428571429
"2013-2014",16.8666666666667,8,50,2
"2014-2015",16,9,56.25,1.77777777777778
"2016-2017",14.9333333333333,10,62.5,1.6
"2009-2010",13.8,11,68.75,1.45454545454545
"2008-2009",13.4,12,75,1.33333333333333
"2015-2016",13.0666666666667,13,81.25,1.23076923076923
"2007-2008",12.8666666666667,14,87.5,1.14285714285714
"2019-2020",12,15,93.75,1.06666666666667
