Years,x3_5_hr,rank,Probability,Frequency
"2012-2013",18.9142857142857,1,7.14285714285714,14
"2017-2018",15.9142857142857,2,14.2857142857143,7
"2014-2015",15.0857142857143,3,21.4285714285714,4.66666666666667
"2019-2020",13.9142857142857,4,28.5714285714286,3.5
"2021-2022",12.6857142857143,5,35.7142857142857,2.8
"2009-2010",12.0285714285714,6,42.8571428571429,2.33333333333333
"2013-2014",10.7714285714286,7,50,2
"2010-2011",9.51428571428571,8,57.1428571428571,1.75
"2016-2017",9.22857142857143,9,64.2857142857143,1.55555555555556
"2020-2021",8.77142857142857,10,71.4285714285714,1.4
"2018-2019",7.94285714285714,11,78.5714285714286,1.27272727272727
"2011-2012",7.54285714285714,12,85.7142857142857,1.16666666666667
"2015-2016",4.37142857142857,13,92.8571428571429,1.07692307692308
