Years,x3_5_hr,rank,Probability,Frequency
"2010-2011",18.6285714285714,1,4.34782608695652,23
"2004-2005",17,2,8.69565217391304,11.5
"2009-2010",16.0571428571429,3,13.0434782608696,7.66666666666667
"2011-2012",15.1428571428571,4,17.3913043478261,5.75
"2003-2004",14.1428571428571,5,21.7391304347826,4.6
"2017-2018",14.0857142857143,6,26.0869565217391,3.83333333333333
"2020-2021",13.8,7,30.4347826086957,3.28571428571429
"2001-2002",13.0571428571429,8,34.7826086956522,2.875
"2007-2008",11.5714285714286,9,39.1304347826087,2.55555555555556
"2018-2019",11.2285714285714,10,43.4782608695652,2.3
"2012-2013",11.1714285714286,11,47.8260869565217,2.09090909090909
"2005-2006",10.1428571428571,12,52.1739130434783,1.91666666666667
"2006-2007",10.0285714285714,13,56.5217391304348,1.76923076923077
"2016-2017",9.74285714285714,14,60.8695652173913,1.64285714285714
"2015-2016",9.57142857142857,15,65.2173913043478,1.53333333333333
"2014-2015",9.51428571428571,16,69.5652173913043,1.4375
"2021-2022",9.48571428571428,17,73.9130434782609,1.35294117647059
"2002-2003",9.14285714285714,18,78.2608695652174,1.27777777777778
"2019-2020",8.28571428571429,19,82.6086956521739,1.21052631578947
"2013-2014",7.82857142857143,20,86.9565217391304,1.15
"2000-2001",7.54285714285714,21,91.304347826087,1.0952380952381
"2008-2009",5.85714285714286,22,95.6521739130435,1.04545454545455
