Years,x1_5_hr,rank,Probability,Frequency
"2015-2016",22.2,1,4.34782608695652,23
"2002-2003",21.7333333333333,2,8.69565217391304,11.5
"2017-2018",21.0666666666667,3,13.0434782608696,7.66666666666667
"2010-2011",20.8666666666667,4,17.3913043478261,5.75
"2009-2010",20.7333333333333,5,21.7391304347826,4.6
"2006-2007",20.1333333333333,6,26.0869565217391,3.83333333333333
"2016-2017",19.8,7,30.4347826086957,3.28571428571429
"2001-2002",19.4666666666667,8,34.7826086956522,2.875
"2005-2006",17.4666666666667,9,39.1304347826087,2.55555555555556
"2018-2019",16.9333333333333,10,43.4782608695652,2.3
"1999-2000",15.6666666666667,11,47.8260869565217,2.09090909090909
"2014-2015",14.6666666666667,12,52.1739130434783,1.91666666666667
"2008-2009",14.4666666666667,13,56.5217391304348,1.76923076923077
"2019-2020",12.8,14,60.8695652173913,1.64285714285714
"2012-2013",12.0666666666667,15,65.2173913043478,1.53333333333333
"2004-2005",10.8,16,69.5652173913043,1.4375
"2011-2012",10.8,17,73.9130434782609,1.35294117647059
"2003-2004",10.5333333333333,18,78.2608695652174,1.27777777777778
"2021-2022",10.5333333333333,19,82.6086956521739,1.21052631578947
"2020-2021",9.53333333333333,20,86.9565217391304,1.15
"2013-2014",9.2,21,91.304347826087,1.0952380952381
"2007-2008",8.4,22,95.6521739130435,1.04545454545455
