Years,x6_hr,rank,Probability,Frequency
"2020-2021",9.01666666666667,1,5.88235294117647,17
"2018-2019",7.15,2,11.7647058823529,8.5
"2019-2020",6.96666666666667,3,17.6470588235294,5.66666666666667
"2006-2007",6.71666666666667,4,23.5294117647059,4.25
"2016-2017",6.56666666666667,5,29.4117647058824,3.4
"2010-2011",6.08333333333333,6,35.2941176470588,2.83333333333333
"2014-2015",5.93333333333333,7,41.1764705882353,2.42857142857143
"2011-2012",5.26666666666667,8,47.0588235294118,2.125
"2012-2013",5.2,9,52.9411764705882,1.88888888888889
"2017-2018",5.13333333333333,10,58.8235294117647,1.7
"2008-2009",4.86666666666667,11,64.7058823529412,1.54545454545455
"2009-2010",4.61666666666667,12,70.5882352941177,1.41666666666667
"2021-2022",4.35,13,76.4705882352941,1.30769230769231
"2013-2014",4.1,14,82.3529411764706,1.21428571428571
"2007-2008",3.81666666666667,15,88.2352941176471,1.13333333333333
"2015-2016",3.78333333333333,16,94.1176470588235,1.0625
