Years,x3_hr,rank,Probability,Frequency
"2015-2016",18.1666666666667,1,3.2258064516129,31
"2008-2009",11.6666666666667,2,6.45161290322581,15.5
"2017-2018",9.9,3,9.67741935483871,10.3333333333333
"2002-2003",9.7,4,12.9032258064516,7.75
"2019-2020",9.63333333333333,5,16.1290322580645,6.2
"2020-2021",9.56666666666667,6,19.3548387096774,5.16666666666667
"2001-2002",9.5,7,22.5806451612903,4.42857142857143
"2009-2010",9.03333333333333,8,25.8064516129032,3.875
"2005-2006",8.73333333333333,9,29.0322580645161,3.44444444444444
"2007-2008",8.66666666666667,10,32.258064516129,3.1
"2010-2011",8.66666666666667,11,35.4838709677419,2.81818181818182
"1999-2000",8.6,12,38.7096774193548,2.58333333333333
"2013-2014",7.66666666666667,13,41.9354838709677,2.38461538461538
"2014-2015",7.53333333333333,14,45.1612903225806,2.21428571428571
"1996-1997",7.5,15,48.3870967741936,2.06666666666667
"2000-2001",7.5,16,51.6129032258064,1.9375
"2018-2019",7.43333333333333,17,54.8387096774194,1.82352941176471
"1998-1999",7.4,18,58.0645161290323,1.72222222222222
"2016-2017",7.13333333333333,19,61.2903225806452,1.63157894736842
"1993-1994",6.6,20,64.5161290322581,1.55
"2003-2004",6.43333333333333,21,67.741935483871,1.47619047619048
"2006-2007",6.3,22,70.9677419354839,1.40909090909091
"2012-2013",6.1,23,74.1935483870968,1.34782608695652
"1997-1998",5.76666666666667,24,77.4193548387097,1.29166666666667
"2004-2005",5.73333333333333,25,80.6451612903226,1.24
"1992-1993",5.4,26,83.8709677419355,1.19230769230769
"1995-1996",5.3,27,87.0967741935484,1.14814814814815
"2021-2022",5.2,28,90.3225806451613,1.10714285714286
"2011-2012",4.66666666666667,29,93.5483870967742,1.06896551724138
"1994-1995",3.41666666666667,30,96.7741935483871,1.03333333333333
