Years,x50_min,rank,Probability,Frequency
"2014-2015",33.7776,1,4.76190476190476,21
"2018-2019",20.76,2,9.52380952380952,10.5
"2015-2016",19.92,3,14.2857142857143,7
"2009-2010",19.68,4,19.047619047619,5.25
"2012-2013",19.08,5,23.8095238095238,4.2
"2013-2014",18.6,6,28.5714285714286,3.5
"2007-2008",18.24,7,33.3333333333333,3
"2016-2017",17.4,8,38.0952380952381,2.625
"2019-2020",17.28,9,42.8571428571429,2.33333333333333
"2008-2009",16.68,10,47.6190476190476,2.1
"2005-2006",16.56,11,52.3809523809524,1.90909090909091
"2020-2021",16.32,12,57.1428571428571,1.75
"2004-2005",16.2,13,61.9047619047619,1.61538461538462
"2017-2018",16.08,14,66.6666666666667,1.5
"2021-2022",14.88,15,71.4285714285714,1.4
"2011-2012",13.8,16,76.1904761904762,1.3125
"2002-2003",13.32,17,80.9523809523809,1.23529411764706
"2006-2007",13.2,18,85.7142857142857,1.16666666666667
"2010-2011",13.2,19,90.4761904761905,1.10526315789474
"2003-2004",9.48,20,95.2380952380952,1.05
