Years,x4_5_hr,rank,Probability,Frequency
"2005-2006",16.2888888888889,1,3.44827586206897,29
"2000-2001",15.0222222222222,2,6.89655172413793,14.5
"1995-1996",13.7777777777778,3,10.3448275862069,9.66666666666667
"1996-1997",8.8,4,13.7931034482759,7.25
"2002-2003",8.64444444444444,5,17.2413793103448,5.8
"2018-2019",8.55555555555556,6,20.6896551724138,4.83333333333333
"2014-2015",8.35555555555556,7,24.1379310344828,4.14285714285714
"1997-1998",8,8,27.5862068965517,3.625
"2006-2007",7.48888888888889,9,31.0344827586207,3.22222222222222
"2017-2018",7.48888888888889,10,34.4827586206897,2.9
"2001-2002",7.4,11,37.9310344827586,2.63636363636364
"2007-2008",7.31111111111111,12,41.3793103448276,2.41666666666667
"2009-2010",7.23577777777778,13,44.8275862068966,2.23076923076923
"2016-2017",7.04444444444444,14,48.2758620689655,2.07142857142857
"2003-2004",6.91111111111111,15,51.7241379310345,1.93333333333333
"2012-2013",6.86666666666667,16,55.1724137931034,1.8125
"2020-2021",6.44444444444444,17,58.6206896551724,1.70588235294118
"2008-2009",6.26666666666667,18,62.0689655172414,1.61111111111111
"2004-2005",6,19,65.5172413793103,1.52631578947368
"2021-2022",5.82222222222222,20,68.9655172413793,1.45
"2010-2011",5.71111111111111,21,72.4137931034483,1.38095238095238
"1994-1995",5.68888888888889,22,75.8620689655172,1.31818181818182
"2011-2012",5.55555555555556,23,79.3103448275862,1.26086956521739
"2013-2014",5.4,24,82.7586206896552,1.20833333333333
"1999-2000",5.04444444444444,25,86.2068965517241,1.16
"2015-2016",4.84444444444444,26,89.6551724137931,1.11538461538462
"2019-2020",4.6,27,93.1034482758621,1.07407407407407
"1998-1999",4.33333333333333,28,96.551724137931,1.03571428571429
