Years,x3_hr,rank,Probability,Frequency
"2015-2016",15.2,1,4.54545454545455,22
"2019-2020",14.96666667,2,9.09090909090909,11
"2002-2003",14.4,3,13.6363636363636,7.33333333333333
"2014-2015",13.06666667,4,18.1818181818182,5.5
"2009-2010",13,5,22.7272727272727,4.4
"2010-2011",12.86666667,6,27.2727272727273,3.66666666666667
"2012-2013",12.06666667,7,31.8181818181818,3.14285714285714
"2020-2021",11.26666667,8,36.3636363636364,2.75
"2001-2002",10.96666667,9,40.9090909090909,2.44444444444444
"2003-2004",9.9,10,45.4545454545455,2.2
"2018-2019",9.733333333,11,50,2
"2007-2008",9.4,12,54.5454545454545,1.83333333333333
"2008-2009",9.4,13,59.0909090909091,1.69230769230769
"2017-2018",9.3,14,63.6363636363636,1.57142857142857
"2016-2017",9.033333333,15,68.1818181818182,1.46666666666667
"2005-2006",8.7,16,72.7272727272727,1.375
"2011-2012",8.7,17,77.2727272727273,1.29411764705882
"2021-2022",8.366666667,18,81.8181818181818,1.22222222222222
"2004-2005",7.4,19,86.3636363636364,1.15789473684211
"2006-2007",6.8,20,90.9090909090909,1.1
"2013-2014",4.833333333,21,95.4545454545455,1.04761904761905
