Years,x30_min,rank,Probability,Frequency
"2017-2018",37.8,1,3.84615384615385,26
"2005-2006",37.6,2,7.69230769230769,13
"2012-2013",35.4,3,11.5384615384615,8.66666666666667
"2019-2020",34.8,4,15.3846153846154,6.5
"2006-2007",32.6,5,19.2307692307692,5.2
"2020-2021",31,6,23.0769230769231,4.33333333333333
"2001-2002",30.4,7,26.9230769230769,3.71428571428571
"2015-2016",29.8,8,30.7692307692308,3.25
"2004-2005",29,9,34.6153846153846,2.88888888888889
"2010-2011",28.2,10,38.4615384615385,2.6
"2018-2019",25.8,11,42.3076923076923,2.36363636363636
"2016-2017",22.4,12,46.1538461538462,2.16666666666667
"2002-2003",22.2,13,50,2
"2009-2010",21.2,14,53.8461538461538,1.85714285714286
"2008-2009",19.4,15,57.6923076923077,1.73333333333333
"1998-1999",18.8,16,61.5384615384615,1.625
"2003-2004",18.6,17,65.3846153846154,1.52941176470588
"2014-2015",16.2,18,69.2307692307692,1.44444444444444
"2013-2014",15.8,19,73.0769230769231,1.36842105263158
"1996-1997",15.4,20,76.9230769230769,1.3
"2007-2008",15.2,21,80.7692307692308,1.23809523809524
"2021-2022",14,22,84.6153846153846,1.18181818181818
"2011-2012",13.4,23,88.4615384615385,1.1304347826087
"1999-2000",13,24,92.3076923076923,1.08333333333333
"1997-1998",12.4,25,96.1538461538462,1.04
