Years,x30_min,rank,Probability,Frequency
"2005-2006",57.2,1,3.84615384615385,26
"2002-2003",52,2,7.69230769230769,13
"2013-2014",48.4,3,11.5384615384615,8.66666666666667
"2006-2007",47.4,4,15.3846153846154,6.5
"2007-2008",45.8,5,19.2307692307692,5.2
"1998-1999",41.8,6,23.0769230769231,4.33333333333333
"2009-2010",39.2,7,26.9230769230769,3.71428571428571
"2018-2019",38.2,8,30.7692307692308,3.25
"2003-2004",36.6,9,34.6153846153846,2.88888888888889
"2010-2011",36.2,10,38.4615384615385,2.6
"2021-2022",35,11,42.3076923076923,2.36363636363636
"2014-2015",34.2,12,46.1538461538462,2.16666666666667
"2001-2002",32.4,13,50,2
"2019-2020",31.2,14,53.8461538461538,1.85714285714286
"2011-2012",30.6,15,57.6923076923077,1.73333333333333
"2020-2021",29.4,16,61.5384615384615,1.625
"2016-2017",26,17,65.3846153846154,1.52941176470588
"2015-2016",25.2,18,69.2307692307692,1.44444444444444
"2000-2001",24.8,19,73.0769230769231,1.36842105263158
"1999-2000",24.4,20,76.9230769230769,1.3
"1997-1998",24.2,21,80.7692307692308,1.23809523809524
"2008-2009",24,22,84.6153846153846,1.18181818181818
"2012-2013",22.2,23,88.4615384615385,1.1304347826087
"2004-2005",22,24,92.3076923076923,1.08333333333333
"2017-2018",21.8,25,96.1538461538462,1.04
