Years,x5_hr,rank,Probability,Frequency
"2001-2002",18.14,1,3.84615384615385,26
"2005-2006",15.5,2,7.69230769230769,13
"2019-2020",14.88,3,11.5384615384615,8.66666666666667
"1998-1999",12.14,4,15.3846153846154,6.5
"2002-2003",11.42,5,19.2307692307692,5.2
"2018-2019",10.56,6,23.0769230769231,4.33333333333333
"2013-2014",10,7,26.9230769230769,3.71428571428571
"2010-2011",9.04,8,30.7692307692308,3.25
"2003-2004",8.86,9,34.6153846153846,2.88888888888889
"2020-2021",8.14,10,38.4615384615385,2.6
"2016-2017",7.78,11,42.3076923076923,2.36363636363636
"2021-2022",7.68,12,46.1538461538462,2.16666666666667
"2009-2010",7.32,13,50,2
"2006-2007",7.2,14,53.8461538461538,1.85714285714286
"2014-2015",7.2,15,57.6923076923077,1.73333333333333
"2012-2013",7.12,16,61.5384615384615,1.625
"2007-2008",6.74,17,65.3846153846154,1.52941176470588
"2017-2018",6.18,18,69.2307692307692,1.44444444444444
"2011-2012",5.96,19,73.0769230769231,1.36842105263158
"2015-2016",5.08,20,76.9230769230769,1.3
"2004-2005",4.9,21,80.7692307692308,1.23809523809524
"1999-2000",4.76,22,84.6153846153846,1.18181818181818
"2000-2001",4.54,23,88.4615384615385,1.1304347826087
"2008-2009",3.9,24,92.3076923076923,1.08333333333333
"1997-1998",3.2,25,96.1538461538462,1.04
