Years,x50_min,rank,Probability,Frequency
"2012-2013",52.08,1,8.33333333333333,12
"2017-2018",38.16,2,16.6666666666667,6
"2014-2015",22.68,3,25,4
"2019-2020",22.32,4,33.3333333333333,3
"2013-2014",21.12,5,41.6666666666667,2.4
"2016-2017",16.92,6,50,2
"2011-2012",15.84,7,58.3333333333333,1.71428571428571
"2018-2019",13.8,8,66.6666666666667,1.5
"2020-2021",13.56,9,75,1.33333333333333
"2015-2016",13.56,10,83.3333333333333,1.2
"2021-2022",11.88,11,91.6666666666667,1.09090909090909
