Years,x40_min,rank,Probability,Frequency
"2017-2018",41.25,1,5.55555555555556,18
"2008-2009",28.95,2,11.1111111111111,9
"2018-2019",20.7,3,16.6666666666667,6
"2015-2016",20.55,4,22.2222222222222,4.5
"2011-2012",19.35,5,27.7777777777778,3.6
"2006-2007",17.1,6,33.3333333333333,3
"2007-2008",16.2,7,38.8888888888889,2.57142857142857
"2019-2020",15.3,8,44.4444444444444,2.25
"2014-2015",13.65,9,50,2
"2012-2013",13.35,10,55.5555555555556,1.8
"2021-2022",13.05,11,61.1111111111111,1.63636363636364
"2009-2010",12.9,12,66.6666666666667,1.5
"1993-1994",12.75,13,72.2222222222222,1.38461538461538
"2010-2011",12.6,14,77.7777777777778,1.28571428571429
"2016-2017",12.45,15,83.3333333333333,1.2
"2013-2014",11.25,16,88.8888888888889,1.125
"2020-2021",10.5,17,94.4444444444444,1.05882352941176
