Years,x5_hr,rank,Probability,Frequency
"2005-2006",16.82,1,20,5
"2009-2010",6.9942,2,40,2.5
"2008-2009",6.14,3,60,1.66666666666667
"2011-2012",5.04,4,80,1.25
