Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",11.9142857142857,1,3.57142857142857,28
"2007-2008",11.2571428571429,2,7.14285714285714,14
"1997-1998",10.0285714285714,3,10.7142857142857,9.33333333333333
"2010-2011",9.14285714285714,4,14.2857142857143,7
"2001-2002",8.94285714285714,5,17.8571428571429,5.6
"2020-2021",8.91428571428571,6,21.4285714285714,4.66666666666667
"2013-2014",8.88571428571429,7,25,4
"2002-2003",8.68571428571429,8,28.5714285714286,3.5
"2006-2007",7.97142857142857,9,32.1428571428571,3.11111111111111
"2000-2001",7.8,10,35.7142857142857,2.8
"2016-2017",7.48571428571429,11,39.2857142857143,2.54545454545455
"2003-2004",6.94285714285714,12,42.8571428571429,2.33333333333333
"2015-2016",6.77142857142857,13,46.4285714285714,2.15384615384615
"2005-2006",6.68571428571429,14,50,2
"2012-2013",6.68571428571429,15,53.5714285714286,1.86666666666667
"2004-2005",6.37142857142857,16,57.1428571428571,1.75
"2009-2010",6,17,60.7142857142857,1.64705882352941
"2017-2018",5.65714285714286,18,64.2857142857143,1.55555555555556
"2011-2012",5.57142857142857,19,67.8571428571429,1.47368421052632
"2014-2015",5.54285714285714,20,71.4285714285714,1.4
"2018-2019",5.45714285714286,21,75,1.33333333333333
"1996-1997",5.37142857142857,22,78.5714285714286,1.27272727272727
"2021-2022",4.62857142857143,23,82.1428571428571,1.21739130434783
"2008-2009",4.57142857142857,24,85.7142857142857,1.16666666666667
"1999-2000",2.91428571428571,25,89.2857142857143,1.12
"1995-1996",2.22857142857143,26,92.8571428571429,1.07692307692308
"1998-1999",0.571428571428571,27,96.4285714285714,1.03703703703704
