Years,x2_hr,rank,Probability,Frequency
"2014-2015",19.15,1,3.84615384615385,26
"2008-2009",17.45,2,7.69230769230769,13
"2020-2021",15.9,3,11.5384615384615,8.66666666666667
"2000-2001",15.4,4,15.3846153846154,6.5
"2004-2005",14.2,5,19.2307692307692,5.2
"2011-2012",13.55,6,23.0769230769231,4.33333333333333
"2013-2014",13.3,7,26.9230769230769,3.71428571428571
"2019-2020",11.5,8,30.7692307692308,3.25
"2010-2011",11.3,9,34.6153846153846,2.88888888888889
"2003-2004",10.7,10,38.4615384615385,2.6
"2021-2022",10.05,11,42.3076923076923,2.36363636363636
"2015-2016",9.9,12,46.1538461538462,2.16666666666667
"2018-2019",9.9,13,50,2
"1995-1996",9.85,14,53.8461538461538,1.85714285714286
"2017-2018",9.65,15,57.6923076923077,1.73333333333333
"2006-2007",9.3,16,61.5384615384615,1.625
"1996-1997",9.2,17,65.3846153846154,1.52941176470588
"2009-2010",8.95,18,69.2307692307692,1.44444444444444
"2007-2008",8.5,19,73.0769230769231,1.36842105263158
"2001-2002",8,20,76.9230769230769,1.3
"2002-2003",7.75,21,80.7692307692308,1.23809523809524
"1997-1998",7.6,22,84.6153846153846,1.18181818181818
"2012-2013",7.45,23,88.4615384615385,1.1304347826087
"2005-2006",6.25,24,92.3076923076923,1.08333333333333
"2016-2017",5.65,25,96.1538461538462,1.04
