Years,x3_5_hr,rank,Probability,Frequency
"2009-2010",6.4,1,20,5
"2008-2009",5.2,2,40,2.5
"2010-2011",3.68571428571429,3,60,1.66666666666667
"2011-2012",2.82857142857143,4,80,1.25
