Years,x50_min,rank,Probability,Frequency
"2009-2010",33,1,4.16666666666667,24
"2017-2018",31.08,2,8.33333333333333,12
"2007-2008",24,3,12.5,8
"2000-2001",22.92,4,16.6666666666667,6
"2013-2014",22.8,5,20.8333333333333,4.8
"2014-2015",20.88,6,25,4
"2004-2005",17.76,7,29.1666666666667,3.42857142857143
"2010-2011",17.16,8,33.3333333333333,3
"2018-2019",16.68,9,37.5,2.66666666666667
"2005-2006",16.68,10,41.6666666666667,2.4
"2020-2021",16.08,11,45.8333333333333,2.18181818181818
"2001-2002",14.76,12,50,2
"2016-2017",14.16,13,54.1666666666667,1.84615384615385
"2019-2020",14.16,14,58.3333333333333,1.71428571428571
"2006-2007",13.56,15,62.5,1.6
"1999-2000",13.44,16,66.6666666666667,1.5
"2021-2022",12.84,17,70.8333333333333,1.41176470588235
"2011-2012",12.72,18,75,1.33333333333333
"2012-2013",12.72,19,79.1666666666667,1.26315789473684
"2008-2009",12.6,20,83.3333333333333,1.2
"2002-2003",12.36,21,87.5,1.14285714285714
"2015-2016",12.24,22,91.6666666666667,1.09090909090909
"2003-2004",9.72,23,95.8333333333333,1.04347826086957
