Years,x6_hr,rank,Probability,Frequency
"2013-2014",12.1,1,6.25,16
"2011-2012",11.1333333333333,2,12.5,8
"2020-2021",8.88333333333333,3,18.75,5.33333333333333
"2017-2018",8.26666666666667,4,25,4
"2010-2011",7.31666666666667,5,31.25,3.2
"2018-2019",6.71666666666667,6,37.5,2.66666666666667
"2021-2022",6.53333333333333,7,43.75,2.28571428571429
"2014-2015",6.46666666666667,8,50,2
"2019-2020",6,9,56.25,1.77777777777778
"2012-2013",5.83333333333333,10,62.5,1.6
"2009-2010",5.66666666666667,11,68.75,1.45454545454545
"2008-2009",4.96666666666667,12,75,1.33333333333333
"2016-2017",4.71666666666667,13,81.25,1.23076923076923
"2007-2008",4.1,14,87.5,1.14285714285714
"2015-2016",3.78333333333333,15,93.75,1.06666666666667
