Years,x4_hr,rank,Probability,Frequency
"2019-2020",13.95,1,6.66666666666667,15
"2021-2022",12.45,2,13.3333333333333,7.5
"2012-2013",11.125,3,20,5
"2014-2015",11.1,4,26.6666666666667,3.75
"2020-2021",10.575,5,33.3333333333333,3
"2017-2018",9.95,6,40,2.5
"2010-2011",8.425,7,46.6666666666667,2.14285714285714
"2015-2016",8.075,8,53.3333333333333,1.875
"2009-2010",7.1,9,60,1.66666666666667
"2016-2017",7.075,10,66.6666666666667,1.5
"2013-2014",6.675,11,73.3333333333333,1.36363636363636
"2011-2012",6.4,12,80,1.25
"2018-2019",6.4,13,86.6666666666667,1.15384615384615
"2008-2009",4.7,14,93.3333333333333,1.07142857142857
