Years,x1_5_hr,rank,Probability,Frequency
"2009-2010",18.1333333333333,1,5.55555555555556,18
"2020-2021",18.1333333333333,2,11.1111111111111,9
"2019-2020",17.2,3,16.6666666666667,6
"2012-2013",14.2,4,22.2222222222222,4.5
"2016-2017",13.2666666666667,5,27.7777777777778,3.6
"2021-2022",12.9333333333333,6,33.3333333333333,3
"2005-2006",12.8666666666667,7,38.8888888888889,2.57142857142857
"2017-2018",12.6666666666667,8,44.4444444444444,2.25
"2014-2015",12.6666666666667,9,50,2
"2008-2009",11.9333333333333,10,55.5555555555556,1.8
"2018-2019",11.8,11,61.1111111111111,1.63636363636364
"2015-2016",11.4,12,66.6666666666667,1.5
"2006-2007",11.3333333333333,13,72.2222222222222,1.38461538461538
"2013-2014",10.3333333333333,14,77.7777777777778,1.28571428571429
"2011-2012",10.1333333333333,15,83.3333333333333,1.2
"2010-2011",9.13333333333333,16,88.8888888888889,1.125
"2007-2008",7.66666666666667,17,94.4444444444444,1.05882352941176
