Years,x1_5_hr,rank,Probability,Frequency
"2009-2010",21.6,1,6.66666666666667,15
"2015-2016",13.6,2,13.3333333333333,7.5
"2013-2014",9.73333333333333,3,20,5
"2014-2015",7.66666666666667,4,26.6666666666667,3.75
"2008-2009",7.06666666666667,5,33.3333333333333,3
"2019-2020",6.26666666666667,6,40,2.5
"2021-2022",6,7,46.6666666666667,2.14285714285714
"2017-2018",5.06666666666667,8,53.3333333333333,1.875
"2018-2019",5.06666666666667,9,60,1.66666666666667
"2011-2012",3.4,10,66.6666666666667,1.5
"2012-2013",3.33333333333333,11,73.3333333333333,1.36363636363636
"2016-2017",2.8,12,80,1.25
"2010-2011",2.33333333333333,13,86.6666666666667,1.15384615384615
"2020-2021",1.53333333333333,14,93.3333333333333,1.07142857142857
