Years,x6_hr,rank,Probability,Frequency
"2019-2020",13.65,1,5.55555555555556,18
"2005-2006",9.16666666666667,2,11.1111111111111,9
"2021-2022",7.85,3,16.6666666666667,6
"2020-2021",7.71666666666667,4,22.2222222222222,4.5
"2014-2015",7.56666666666667,5,27.7777777777778,3.6
"2006-2007",7.4,6,33.3333333333333,3
"2017-2018",6.55,7,38.8888888888889,2.57142857142857
"2011-2012",6.16666666666667,8,44.4444444444444,2.25
"2010-2011",6.11666666666667,9,50,2
"2008-2009",5.96666666666667,10,55.5555555555556,1.8
"2009-2010",5.56666666666667,11,61.1111111111111,1.63636363636364
"2018-2019",5.26666666666667,12,66.6666666666667,1.5
"2016-2017",5.06666666666667,13,72.2222222222222,1.38461538461538
"2013-2014",4.48333333333333,14,77.7777777777778,1.28571428571429
"2007-2008",4.26666666666667,15,83.3333333333333,1.2
"2015-2016",4.05,16,88.8888888888889,1.125
"2012-2013",3.91666666666667,17,94.4444444444444,1.05882352941176
