Years,x10_min,rank,Probability,Frequency
"1997-1998",495,1,7.69230769230769,13
"2000-2001",145.5,2,15.3846153846154,6.5
"1994-1995",82.5,3,23.0769230769231,4.33333333333333
"1995-1996",39,4,30.7692307692308,3.25
"2005-2006",34.2,5,38.4615384615385,2.6
"1999-2000",33,6,46.1538461538462,2.16666666666667
"2001-2002",32.4,7,53.8461538461538,1.85714285714286
"2002-2003",32.4,8,61.5384615384615,1.625
"1996-1997",31.5,9,69.2307692307692,1.44444444444444
"2004-2005",23.4,10,76.9230769230769,1.3
"1998-1999",19.5,11,84.6153846153846,1.18181818181818
"2003-2004",15.6,12,92.3076923076923,1.08333333333333
