Years,x6_hr,rank,Probability,Frequency
"2001-2002",8.55,1,3.57142857142857,28
"2019-2020",8.38333333333333,2,7.14285714285714,14
"2010-2011",7.4,3,10.7142857142857,9.33333333333333
"1997-1998",7.38333333333333,4,14.2857142857143,7
"2016-2017",7.21666666666667,5,17.8571428571429,5.6
"2007-2008",6.58333333333333,6,21.4285714285714,4.66666666666667
"2002-2003",6.56666666666667,7,25,4
"2000-2001",6.03333333333333,8,28.5714285714286,3.5
"2015-2016",5.83333333333333,9,32.1428571428571,3.11111111111111
"2020-2021",5.73333333333333,10,35.7142857142857,2.8
"2012-2013",5.26666666666667,11,39.2857142857143,2.54545454545455
"2013-2014",5.18333333333333,12,42.8571428571429,2.33333333333333
"2014-2015",4.86666666666667,13,46.4285714285714,2.15384615384615
"2006-2007",4.75,14,50,2
"2011-2012",4.63333333333333,15,53.5714285714286,1.86666666666667
"2017-2018",4.53333333333333,16,57.1428571428571,1.75
"2005-2006",4.46666666666667,17,60.7142857142857,1.64705882352941
"2003-2004",4.41666666666667,18,64.2857142857143,1.55555555555556
"2009-2010",4.18333333333333,19,67.8571428571429,1.47368421052632
"2018-2019",4.13333333333333,20,71.4285714285714,1.4
"2004-2005",4.06666666666667,21,75,1.33333333333333
"1996-1997",3.81666666666667,22,78.5714285714286,1.27272727272727
"2008-2009",3.5,23,82.1428571428571,1.21739130434783
"2021-2022",3.26666666666667,24,85.7142857142857,1.16666666666667
"1999-2000",2.1,25,89.2857142857143,1.12
"1995-1996",1.56666666666667,26,92.8571428571429,1.07692307692308
"1998-1999",0.433333333333333,27,96.4285714285714,1.03703703703704
