Years,x1_hr,rank,Probability,Frequency
"2009-2010",23.1,1,7.14285714285714,14
"2013-2014",14.8,2,14.2857142857143,7
"2015-2016",9.9,3,21.4285714285714,4.66666666666667
"2019-2020",8.8,4,28.5714285714286,3.5
"2017-2018",7.4,5,35.7142857142857,2.8
"2021-2022",7.3,6,42.8571428571429,2.33333333333333
"2014-2015",7.1,7,50,2
"2010-2011",6.5,8,57.1428571428571,1.75
"2012-2013",5.2,9,64.2857142857143,1.55555555555556
"2020-2021",5.1,10,71.4285714285714,1.4
"2018-2019",5,11,78.5714285714286,1.27272727272727
"2011-2012",3.6,12,85.7142857142857,1.16666666666667
"2016-2017",2.9,13,92.8571428571429,1.07692307692308
