Years,x5_hr,rank,Probability,Frequency
"1997-1998",36,1,7.69230769230769,13
"2000-2001",9.75,2,15.3846153846154,6.5
"2002-2003",6.68,3,23.0769230769231,4.33333333333333
"2001-2002",5.16,4,30.7692307692308,3.25
"1994-1995",4.85,5,38.4615384615385,2.6
"2005-2006",4.74,6,46.1538461538462,2.16666666666667
"2003-2004",3.5,7,53.8461538461538,1.85714285714286
"1996-1997",3.45,8,61.5384615384615,1.625
"1998-1999",3.1,9,69.2307692307692,1.44444444444444
"2004-2005",2.98,10,76.9230769230769,1.3
"1999-2000",2.9,11,84.6153846153846,1.18181818181818
"1995-1996",2.55,12,92.3076923076923,1.08333333333333
