Years,x1_5_hr,rank,Probability,Frequency
"2015-2016",31.1333333333333,1,5.88235294117647,17
"2006-2007",30,2,11.7647058823529,8.5
"2020-2021",26.3333333333333,3,17.6470588235294,5.66666666666667
"2017-2018",23.5333333333333,4,23.5294117647059,4.25
"2007-2008",19.3333333333333,5,29.4117647058824,3.4
"2016-2017",15.7333333333333,6,35.2941176470588,2.83333333333333
"2009-2010",15.2666666666667,7,41.1764705882353,2.42857142857143
"2014-2015",14.4666666666667,8,47.0588235294118,2.125
"2021-2022",13.7333333333333,9,52.9411764705882,1.88888888888889
"2008-2009",13,10,58.8235294117647,1.7
"2019-2020",12.2,11,64.7058823529412,1.54545454545455
"2010-2011",11.0666666666667,12,70.5882352941177,1.41666666666667
"2018-2019",11.0666666666667,13,76.4705882352941,1.30769230769231
"2011-2012",11,14,82.3529411764706,1.21428571428571
"2012-2013",10.6,15,88.2352941176471,1.13333333333333
"2013-2014",9.93333333333333,16,94.1176470588235,1.0625
