Years,x3_hr,rank,Probability,Frequency
"2019-2020",18.5,1,6.25,16
"2017-2018",13,2,12.5,8
"2018-2019",11.7666666666667,3,18.75,5.33333333333333
"2010-2011",10.9666666666667,4,25,4
"2020-2021",9.93333333333334,5,31.25,3.2
"2012-2013",9.63333333333333,6,37.5,2.66666666666667
"2008-2009",8.76666666666667,7,43.75,2.28571428571429
"2013-2014",7.8,8,50,2
"2021-2022",7.03333333333333,9,56.25,1.77777777777778
"2015-2016",6.93333333333333,10,62.5,1.6
"2009-2010",6.7,11,68.75,1.45454545454545
"2007-2008",6.2,12,75,1.33333333333333
"2014-2015",5.5,13,81.25,1.23076923076923
"2016-2017",5.4,14,87.5,1.14285714285714
"2011-2012",5.33333333333333,15,93.75,1.06666666666667
