Years,x3_5_hr,rank,Probability,Frequency
"2014-2015",12.1714285714286,1,5.88235294117647,17
"2013-2014",8.54285714285714,2,11.7647058823529,8.5
"2016-2017",8.48571428571429,3,17.6470588235294,5.66666666666667
"2010-2011",8.17142857142857,4,23.5294117647059,4.25
"2005-2006",8.02857142857143,5,29.4117647058824,3.4
"2017-2018",8,6,35.2941176470588,2.83333333333333
"2020-2021",8,7,41.1764705882353,2.42857142857143
"2003-2004",7.82857142857143,8,47.0588235294118,2.125
"2008-2009",7.68571428571429,9,52.9411764705882,1.88888888888889
"2011-2012",7.37142857142857,10,58.8235294117647,1.7
"2015-2016",7.17142857142857,11,64.7058823529412,1.54545454545455
"2004-2005",6.82857142857143,12,70.5882352941177,1.41666666666667
"2007-2008",6.8,13,76.4705882352941,1.30769230769231
"2009-2010",6.6,14,82.3529411764706,1.21428571428571
"2012-2013",6.31428571428571,15,88.2352941176471,1.13333333333333
"2021-2022",5.31428571428571,16,94.1176470588235,1.0625
