Years,x50_min,rank,Probability,Frequency
"2005-2006",28.92,1,4.76190476190476,21
"2008-2009",21.96,2,9.52380952380952,10.5
"2021-2022",18.6,3,14.2857142857143,7
"2014-2015",16.08,4,19.047619047619,5.25
"2002-2003",15.96,5,23.8095238095238,4.2
"2017-2018",15.72,6,28.5714285714286,3.5
"2016-2017",12.84,7,33.3333333333333,3
"2006-2007",12.6,8,38.0952380952381,2.625
"2009-2010",12.6,9,42.8571428571429,2.33333333333333
"2012-2013",12,10,47.6190476190476,2.1
"2018-2019",11.64,11,52.3809523809524,1.90909090909091
"2019-2020",10.68,12,57.1428571428571,1.75
"2004-2005",10.2,13,61.9047619047619,1.61538461538462
"2020-2021",10.2,14,66.6666666666667,1.5
"2003-2004",10.08,15,71.4285714285714,1.4
"2007-2008",9.36,16,76.1904761904762,1.3125
"2010-2011",9.12,17,80.9523809523809,1.23529411764706
"2011-2012",9.12,18,85.7142857142857,1.16666666666667
"2013-2014",8.04,19,90.4761904761905,1.10526315789474
"2015-2016",8.04,20,95.2380952380952,1.05
