Years,x1_5_hr,rank,Probability,Frequency
"2019-2020",13.6,1,6.66666666666667,15
"2013-2014",11.9333333333333,2,13.3333333333333,7.5
"2016-2017",7.6,3,20,5
"2009-2010",7.53333333333333,4,26.6666666666667,3.75
"2015-2016",5.86666666666667,5,33.3333333333333,3
"2018-2019",4.53333333333333,6,40,2.5
"2021-2022",4.26666666666667,7,46.6666666666667,2.14285714285714
"2014-2015",3.66666666666667,8,53.3333333333333,1.875
"2017-2018",3.33333333333333,9,60,1.66666666666667
"2020-2021",2.86666666666667,10,66.6666666666667,1.5
"2012-2013",2.06666666666667,11,73.3333333333333,1.36363636363636
"2007-2008",1.73333333333333,12,80,1.25
"2010-2011",1,13,86.6666666666667,1.15384615384615
"2008-2009",0.6,14,93.3333333333333,1.07142857142857
