Years,x4_5_hr,rank,Probability,Frequency
"2012-2013",9.64444444444444,1,8.33333333333333,12
"2015-2016",8.26666666666667,2,16.6666666666667,6
"2017-2018",7.6,3,25,4
"2013-2014",7.44444444444444,4,33.3333333333333,3
"2019-2020",6.88888888888889,5,41.6666666666667,2.4
"2020-2021",6.77777777777778,6,50,2
"2016-2017",6.28888888888889,7,58.3333333333333,1.71428571428571
"2014-2015",5.66666666666667,8,66.6666666666667,1.5
"2018-2019",5.57777777777778,9,75,1.33333333333333
"2021-2022",4.06666666666667,10,83.3333333333333,1.2
"2011-2012",2.97777777777778,11,91.6666666666667,1.09090909090909
