Years,x4_hr,rank,Probability,Frequency
"2009-2010",8.425,1,6.66666666666667,15
"2015-2016",5.225,2,13.3333333333333,7.5
"2013-2014",4.95,3,20,5
"2019-2020",4.675,4,26.6666666666667,3.75
"2021-2022",3.5,5,33.3333333333333,3
"2014-2015",3.25,6,40,2.5
"2008-2009",3.175,7,46.6666666666667,2.14285714285714
"2011-2012",2.15,8,53.3333333333333,1.875
"2018-2019",2.075,9,60,1.66666666666667
"2012-2013",2,10,66.6666666666667,1.5
"2017-2018",1.9,11,73.3333333333333,1.36363636363636
"2010-2011",1.475,12,80,1.25
"2016-2017",1.425,13,86.6666666666667,1.15384615384615
"2020-2021",0.9,14,93.3333333333333,1.07142857142857
