Years,x3_5_hr,rank,Probability,Frequency
"1994-1995",10.8571428571429,1,3.125,32
"2015-2016",8.62857142857143,2,6.25,16
"2005-2006",7.11428571428571,3,9.375,10.6666666666667
"2004-2005",6.28571428571429,4,12.5,8
"2002-2003",5.22857142857143,5,15.625,6.4
"2013-2014",5.14285714285714,6,18.75,5.33333333333333
"2017-2018",4.65714285714286,7,21.875,4.57142857142857
"2010-2011",4.6,8,25,4
"2014-2015",4.42857142857143,9,28.125,3.55555555555556
"1997-1998",4.28571428571429,10,31.25,3.2
"1992-1993",4,11,34.375,2.90909090909091
"2001-2002",3.91428571428571,12,37.5,2.66666666666667
"2016-2017",3.71428571428571,13,40.625,2.46153846153846
"1996-1997",3.71428571428571,14,43.75,2.28571428571429
"2006-2007",3.57142857142857,15,46.875,2.13333333333333
"2007-2008",3.54285714285714,16,50,2
"2011-2012",3.48571428571429,17,53.125,1.88235294117647
"2019-2020",3.4,18,56.25,1.77777777777778
"2008-2009",3.37142857142857,19,59.375,1.68421052631579
"2020-2021",3.34285714285714,20,62.5,1.6
"2000-2001",3.22857142857143,21,65.625,1.52380952380952
"2003-2004",3.2,22,68.75,1.45454545454545
"2021-2022",3.08571428571429,23,71.875,1.39130434782609
"2012-2013",3,24,75,1.33333333333333
"2009-2010",2.97142857142857,25,78.125,1.28
"1999-2000",2.6,26,81.25,1.23076923076923
"1993-1994",2.57142857142857,27,84.375,1.18518518518519
"1995-1996",2.57142857142857,28,87.5,1.14285714285714
"2018-2019",1.94285714285714,29,90.625,1.10344827586207
"1998-1999",1.48571428571429,30,93.75,1.06666666666667
"1991-1992",0.324571428571429,31,96.875,1.03225806451613
