Years,x1_hr,rank,Probability,Frequency
"2010-2011",25.5,1,3.33333333333333,30
"2015-2016",24.3,2,6.66666666666667,15
"2009-2010",22.3,3,10,10
"1998-1999",22,4,13.3333333333333,7.5
"1993-1994",21.19,5,16.6666666666667,6
"2001-2002",19.7,6,20,5
"2006-2007",18.7,7,23.3333333333333,4.28571428571429
"2004-2005",18.4,8,26.6666666666667,3.75
"2019-2020",18.2,9,30,3.33333333333333
"1999-2000",17.2,10,33.3333333333333,3
"2020-2021",17.1,11,36.6666666666667,2.72727272727273
"1996-1997",16.2,12,40,2.5
"2017-2018",16.2,13,43.3333333333333,2.30769230769231
"1995-1996",15.3,14,46.6666666666667,2.14285714285714
"2002-2003",15.2,15,50,2
"2008-2009",14.6,16,53.3333333333333,1.875
"2018-2019",14.3,17,56.6666666666667,1.76470588235294
"2012-2013",14.1,18,60,1.66666666666667
"2003-2004",14.1,19,63.3333333333333,1.57894736842105
"2013-2014",12.5,20,66.6666666666667,1.5
"1997-1998",12.4,21,70,1.42857142857143
"2000-2001",12.3,22,73.3333333333333,1.36363636363636
"1994-1995",12.012,23,76.6666666666667,1.30434782608696
"2011-2012",11.1,24,80,1.25
"2021-2022",11.1,25,83.3333333333333,1.2
"2005-2006",10.9,26,86.6666666666667,1.15384615384615
"2007-2008",10.3,27,90,1.11111111111111
"2016-2017",10,28,93.3333333333333,1.07142857142857
"2014-2015",8.1,29,96.6666666666667,1.03448275862069
