Years,x30_min,rank,Probability,Frequency
"2003-2004",274,1,11.1111111111111,9
"2002-2003",59.4,2,22.2222222222222,4.5
"2008-2009",40.2,3,33.3333333333333,3
"2011-2012",34.2,4,44.4444444444444,2.25
"2009-2010",34,5,55.5555555555556,1.8
"2006-2007",31.4,6,66.6666666666667,1.5
"2007-2008",23.8,7,77.7777777777778,1.28571428571429
"2005-2006",22,8,88.8888888888889,1.125
