Years,x1_5_hr,rank,Probability,Frequency
"1994-1995",22.6666666666667,1,3.125,32
"2015-2016",20.1333333333333,2,6.25,16
"2004-2005",14.4,3,9.375,10.6666666666667
"2005-2006",13.0666666666667,4,12.5,8
"2002-2003",12.1333333333333,5,15.625,6.4
"1997-1998",9.33333333333333,6,18.75,5.33333333333333
"2013-2014",9.33333333333333,7,21.875,4.57142857142857
"2017-2018",9.26666666666667,8,25,4
"2006-2007",8.33333333333333,9,28.125,3.55555555555556
"2010-2011",8.13333333333333,10,31.25,3.2
"2014-2015",7.66666666666667,11,34.375,2.90909090909091
"2016-2017",7,12,37.5,2.66666666666667
"1992-1993",6.66666666666667,13,40.625,2.46153846153846
"1996-1997",6.66666666666667,14,43.75,2.28571428571429
"2007-2008",6.4,15,46.875,2.13333333333333
"2001-2002",6.2,16,50,2
"2000-2001",6.13333333333333,17,53.125,1.88235294117647
"2020-2021",5.86666666666667,18,56.25,1.77777777777778
"2003-2004",5.8,19,59.375,1.68421052631579
"2011-2012",5.4,20,62.5,1.6
"1995-1996",5.33333333333333,21,65.625,1.52380952380952
"2012-2013",5.06666666666667,22,68.75,1.45454545454545
"2008-2009",4.73333333333333,23,71.875,1.39130434782609
"1993-1994",4.66666666666667,24,75,1.33333333333333
"2019-2020",4.66666666666667,25,78.125,1.28
"2018-2019",4.46666666666667,26,81.25,1.23076923076923
"2009-2010",4.46666666666667,27,84.375,1.18518518518519
"2021-2022",3.8,28,87.5,1.14285714285714
"1999-2000",3.66666666666667,29,90.625,1.10344827586207
"1998-1999",2.93333333333333,30,93.75,1.06666666666667
"1991-1992",0.734666666666667,31,96.875,1.03225806451613
