Years,x10_min,rank,Probability,Frequency
"1997-1998",97.8,1,3.2258064516129,31
"2017-2018",88.2,2,6.45161290322581,15.5
"2015-2016",86.4,3,9.67741935483871,10.3333333333333
"2005-2006",84,4,12.9032258064516,7.75
"2013-2014",81,5,16.1290322580645,6.2
"2010-2011",78.6,6,19.3548387096774,5.16666666666667
"2007-2008",76.2,7,22.5806451612903,4.42857142857143
"1992-1993",75,8,25.8064516129032,3.875
"2019-2020",72.6,9,29.0322580645161,3.44444444444444
"1998-1999",70.8,10,32.258064516129,3.1
"2020-2021",70.8,11,35.4838709677419,2.81818181818182
"2009-2010",69.6,12,38.7096774193548,2.58333333333333
"2016-2017",67.8,13,41.9354838709677,2.38461538461538
"1991-1992",61.5,14,45.1612903225806,2.21428571428571
"1995-1996",61.5,15,48.3870967741936,2.06666666666667
"2003-2004",58.8,16,51.6129032258064,1.9375
"1993-1994",56.88,17,54.8387096774194,1.82352941176471
"2012-2013",55.8,18,58.0645161290323,1.72222222222222
"1996-1997",55.2,19,61.2903225806452,1.63157894736842
"2021-2022",55.2,20,64.5161290322581,1.55
"2001-2002",52.8,21,67.741935483871,1.47619047619048
"2011-2012",48.6,22,70.9677419354839,1.40909090909091
"2000-2001",48,23,74.1935483870968,1.34782608695652
"2008-2009",45.6,24,77.4193548387097,1.29166666666667
"2004-2005",45,25,80.6451612903226,1.24
"2014-2015",45,26,83.8709677419355,1.19230769230769
"1990-1991",44.28,27,87.0967741935484,1.14814814814815
"2006-2007",43.2,28,90.3225806451613,1.10714285714286
"2002-2003",40.8,29,93.5483870967742,1.06896551724138
"2018-2019",36.6,30,96.7741935483871,1.03333333333333
