Years,x1_hr,rank,Probability,Frequency
"2008-2009",21.7,1,6.25,16
"2009-2010",20,2,12.5,8
"2013-2014",17.4,3,18.75,5.33333333333333
"2018-2019",14.1,4,25,4
"2020-2021",14.1,5,31.25,3.2
"2012-2013",14,6,37.5,2.66666666666667
"2017-2018",13.6,7,43.75,2.28571428571429
"2007-2008",11.6,8,50,2
"2016-2017",11.3,9,56.25,1.77777777777778
"2011-2012",10.7,10,62.5,1.6
"2019-2020",10.5,11,68.75,1.45454545454545
"2021-2022",10.2,12,75,1.33333333333333
"2015-2016",9.4,13,81.25,1.23076923076923
"2014-2015",9.1,14,87.5,1.14285714285714
"2010-2011",8.6,15,93.75,1.06666666666667
