Years,x50_min,rank,Probability,Frequency
"2017-2018",39.12,1,4.34782608695652,23
"2012-2013",34.08,2,8.69565217391304,11.5
"2013-2014",32.64,3,13.0434782608696,7.66666666666667
"2004-2005",32.52,4,17.3913043478261,5.75
"2016-2017",31.92,5,21.7391304347826,4.6
"2011-2012",31.68,6,26.0869565217391,3.83333333333333
"2002-2003",31.56,7,30.4347826086957,3.28571428571429
"2014-2015",30.36,8,34.7826086956522,2.875
"2020-2021",28.44,9,39.1304347826087,2.55555555555556
"2018-2019",27.24,10,43.4782608695652,2.3
"2009-2010",27,11,47.8260869565217,2.09090909090909
"2015-2016",26.52,12,52.1739130434783,1.91666666666667
"2010-2011",26.4,13,56.5217391304348,1.76923076923077
"2005-2006",26.04,14,60.8695652173913,1.64285714285714
"2019-2020",25.2,15,65.2173913043478,1.53333333333333
"2008-2009",21,16,69.5652173913043,1.4375
"2000-2001",20.4,17,73.9130434782609,1.35294117647059
"1999-2000",19.8,18,78.2608695652174,1.27777777777778
"2006-2007",19.32,19,82.6086956521739,1.21052631578947
"2007-2008",18.36,20,86.9565217391304,1.15
"2003-2004",18.12,21,91.304347826087,1.0952380952381
"2001-2002",13.92,22,95.6521739130435,1.04545454545455
