Years,x3_hr,rank,Probability,Frequency
"2019-2020",26.7333333333333,1,5.55555555555556,18
"2005-2006",16.3,2,11.1111111111111,9
"2020-2021",12.7666666666667,3,16.6666666666667,6
"2014-2015",11.2333333333333,4,22.2222222222222,4.5
"2010-2011",10.4333333333333,5,27.7777777777778,3.6
"2006-2007",10.3666666666667,6,33.3333333333333,3
"2017-2018",10,7,38.8888888888889,2.57142857142857
"2021-2022",9.6,8,44.4444444444444,2.25
"2011-2012",9.23333333333333,9,50,2
"2018-2019",8.9,10,55.5555555555556,1.8
"2009-2010",8.53333333333333,11,61.1111111111111,1.63636363636364
"2015-2016",8.06666666666667,12,66.6666666666667,1.5
"2008-2009",7.73333333333333,13,72.2222222222222,1.38461538461538
"2012-2013",7.36666666666667,14,77.7777777777778,1.28571428571429
"2016-2017",7.33333333333333,15,83.3333333333333,1.2
"2007-2008",6.56666666666667,16,88.8888888888889,1.125
"2013-2014",6.2,17,94.4444444444444,1.05882352941176
