Years,x6_hr,rank,Probability,Frequency
"2019-2020",5.23333333333333,1,16.6666666666667,6
"2018-2019",2.9,2,33.3333333333333,3
"2017-2018",1.85,3,50,2
"2021-2022",1.68333333333333,4,66.6666666666667,1.5
"2020-2021",1.48333333333333,5,83.3333333333333,1.2
