Years,x10_min,rank,Probability,Frequency
"1994-1995",162,1,3.125,32
"2015-2016",55.8,2,6.25,16
"1997-1998",54,3,9.375,10.6666666666667
"2002-2003",49.8,4,12.5,8
"1996-1997",42,5,15.625,6.4
"2013-2014",39.6,6,18.75,5.33333333333333
"2005-2006",39,7,21.875,4.57142857142857
"2017-2018",39,8,25,4
"2004-2005",37.2,9,28.125,3.55555555555556
"2007-2008",37.2,10,31.25,3.2
"2006-2007",36,11,34.375,2.90909090909091
"2008-2009",34.8,12,37.5,2.66666666666667
"2000-2001",32.4,13,40.625,2.46153846153846
"2009-2010",30,14,43.75,2.28571428571429
"2012-2013",30,15,46.875,2.13333333333333
"2019-2020",28.2,16,50,2
"2016-2017",26.4,17,53.125,1.88235294117647
"2014-2015",25.2,18,56.25,1.77777777777778
"1992-1993",24,19,59.375,1.68421052631579
"2001-2002",24,20,62.5,1.6
"2003-2004",24,21,65.625,1.52380952380952
"2011-2012",19.8,22,68.75,1.45454545454545
"1999-2000",17.4,23,71.875,1.39130434782609
"2010-2011",17.4,24,75,1.33333333333333
"1998-1999",15,25,78.125,1.28
"2020-2021",15,26,81.25,1.23076923076923
"2018-2019",14.4,27,84.375,1.18518518518519
"2021-2022",13.8,28,87.5,1.14285714285714
"1993-1994",12,29,90.625,1.10344827586207
"1995-1996",12,30,93.75,1.06666666666667
"1991-1992",6,31,96.875,1.03225806451613
