Years,x6_hr,rank,Probability,Frequency
"2015-2016",8.93333333333333,1,3.84615384615385,26
"2019-2020",7.13333333333333,2,7.69230769230769,13
"2008-2009",6.86666666666667,3,11.5384615384615,8.66666666666667
"2002-2003",6,4,15.3846153846154,6.5
"2017-2018",5.81666666666667,5,19.2307692307692,5.2
"1998-1999",5.48333333333333,6,23.0769230769231,4.33333333333333
"2020-2021",5.31666666666667,7,26.9230769230769,3.71428571428571
"2013-2014",5.23333333333333,8,30.7692307692308,3.25
"2010-2011",5.21666666666667,9,34.6153846153846,2.88888888888889
"2009-2010",5.2,10,38.4615384615385,2.6
"2001-2002",5.16666666666667,11,42.3076923076923,2.36363636363636
"2014-2015",5.16666666666667,12,46.1538461538462,2.16666666666667
"2003-2004",4.58333333333333,13,50,2
"2005-2006",4.51666666666667,14,53.8461538461538,1.85714285714286
"2004-2005",4.5,15,57.6923076923077,1.73333333333333
"1999-2000",4.46666666666667,16,61.5384615384615,1.625
"2016-2017",4.38333333333333,17,65.3846153846154,1.52941176470588
"2006-2007",4.31666666666667,18,69.2307692307692,1.44444444444444
"2012-2013",4.26666666666667,19,73.0769230769231,1.36842105263158
"2018-2019",4.05,20,76.9230769230769,1.3
"1997-1998",4.01666666666667,21,80.7692307692308,1.23809523809524
"2021-2022",3.75,22,84.6153846153846,1.18181818181818
"1996-1997",3.38333333333333,23,88.4615384615385,1.1304347826087
"2007-2008",3.16666666666667,24,92.3076923076923,1.08333333333333
"2011-2012",3.03333333333333,25,96.1538461538462,1.04
