Years,x1_5_hr,rank,Probability,Frequency
"2009-2010",18.6666666666667,1,7.14285714285714,14
"2013-2014",10.8666666666667,2,14.2857142857143,7
"2019-2020",8.86666666666667,3,21.4285714285714,4.66666666666667
"2015-2016",8.26666666666667,4,28.5714285714286,3.5
"2018-2019",5.2,5,35.7142857142857,2.8
"2017-2018",5,6,42.8571428571429,2.33333333333333
"2021-2022",5,7,50,2
"2010-2011",4.93333333333333,8,57.1428571428571,1.75
"2014-2015",4.73333333333333,9,64.2857142857143,1.55555555555556
"2020-2021",4.26666666666667,10,71.4285714285714,1.4
"2012-2013",3.93333333333333,11,78.5714285714286,1.27272727272727
"2011-2012",2.93333333333333,12,85.7142857142857,1.16666666666667
"2016-2017",2,13,92.8571428571429,1.07692307692308
