Years,x10_min,rank,Probability,Frequency
"2008-2009",71.4,1,16.6666666666667,6
"2011-2012",65.4,2,33.3333333333333,3
"2010-2011",51,3,50,2
"2009-2010",46.2,4,66.6666666666667,1.5
"2007-2008",34.8,5,83.3333333333333,1.2
