Years,x3_hr,rank,Probability,Frequency
"2021-2022",17.9333333333333,1,6.66666666666667,15
"2009-2010",13.1,2,13.3333333333333,7.5
"2018-2019",10.6333333333333,3,20,5
"2017-2018",10.1333333333333,4,26.6666666666667,3.75
"2012-2013",9.7,5,33.3333333333333,3
"2015-2016",8.96666666666667,6,40,2.5
"2020-2021",8.56666666666667,7,46.6666666666667,2.14285714285714
"2011-2012",8.13333333333333,8,53.3333333333333,1.875
"2014-2015",7.5,9,60,1.66666666666667
"2013-2014",7.36666666666667,10,66.6666666666667,1.5
"2019-2020",6.53333333333333,11,73.3333333333333,1.36363636363636
"2008-2009",6.13333333333333,12,80,1.25
"2016-2017",4.93333333333333,13,86.6666666666667,1.15384615384615
"2010-2011",3.8,14,93.3333333333333,1.07142857142857
