Years,x50_min,rank,Probability,Frequency
"2005-2006",27.6,1,5.55555555555556,18
"2017-2018",24.84,2,11.1111111111111,9
"2009-2010",22.68,3,16.6666666666667,6
"2016-2017",22.56,4,22.2222222222222,4.5
"2007-2008",21.84,5,27.7777777777778,3.6
"2008-2009",18.84,6,33.3333333333333,3
"2013-2014",18.84,7,38.8888888888889,2.57142857142857
"2018-2019",18.72,8,44.4444444444444,2.25
"2015-2016",18,9,50,2
"2020-2021",15.72,10,55.5555555555556,1.8
"2014-2015",14.4,11,61.1111111111111,1.63636363636364
"2010-2011",13.92,12,66.6666666666667,1.5
"2006-2007",13.56,13,72.2222222222222,1.38461538461538
"2012-2013",13.08,14,77.7777777777778,1.28571428571429
"2019-2020",12.84,15,83.3333333333333,1.2
"2021-2022",12,16,88.8888888888889,1.125
"2011-2012",9,17,94.4444444444444,1.05882352941176
