Years,x6_hr,rank,Probability,Frequency
"2011-2012",7.96666666666667,1,5.88235294117647,17
"2012-2013",7.2,2,11.7647058823529,8.5
"2009-2010",7.11666666666667,3,17.6470588235294,5.66666666666667
"2014-2015",6.71666666666667,4,23.5294117647059,4.25
"2006-2007",5.71666666666667,5,29.4117647058824,3.4
"2015-2016",5.71666666666667,6,35.2941176470588,2.83333333333333
"2018-2019",5.68333333333333,7,41.1764705882353,2.42857142857143
"2019-2020",5.38333333333333,8,47.0588235294118,2.125
"2007-2008",5.26666666666667,9,52.9411764705882,1.88888888888889
"2020-2021",5.2,10,58.8235294117647,1.7
"2008-2009",5.01666666666667,11,64.7058823529412,1.54545454545455
"2021-2022",4.53333333333333,12,70.5882352941177,1.41666666666667
"2016-2017",4.2,13,76.4705882352941,1.30769230769231
"2017-2018",4.16666666666667,14,82.3529411764706,1.21428571428571
"2013-2014",3.68333333333333,15,88.2352941176471,1.13333333333333
"2010-2011",2.93333333333333,16,94.1176470588235,1.0625
