Years,x30_min,rank,Probability,Frequency
"2013-2014",42.6,1,4.16666666666667,24
"2000-2001",37.6,2,8.33333333333333,12
"2008-2009",36.4,3,12.5,8
"2019-2020",29.8,4,16.6666666666667,6
"2004-2005",28.6,5,20.8333333333333,4.8
"2014-2015",28.4,6,25,4
"2011-2012",20.8,7,29.1666666666667,3.42857142857143
"2015-2016",20.4,8,33.3333333333333,3
"2009-2010",18.4,9,37.5,2.66666666666667
"2018-2019",18.4,10,41.6666666666667,2.4
"2021-2022",18,11,45.8333333333333,2.18181818181818
"2017-2018",15.2,12,50,2
"2007-2008",14.6,13,54.1666666666667,1.84615384615385
"2002-2003",14.4,14,58.3333333333333,1.71428571428571
"2010-2011",13.6,15,62.5,1.6
"2016-2017",12.2,16,66.6666666666667,1.5
"2005-2006",11.4,17,70.8333333333333,1.41176470588235
"2003-2004",11.2,18,75,1.33333333333333
"2001-2002",11,19,79.1666666666667,1.26315789473684
"2020-2021",11,20,83.3333333333333,1.2
"2012-2013",10.2,21,87.5,1.14285714285714
"1999-2000",8.8,22,91.6666666666667,1.09090909090909
"2006-2007",6.8,23,95.8333333333333,1.04347826086957
