Years,x6_hr,rank,Probability,Frequency
"2018-2019",11.7333333333333,1,5,20
"2017-2018",10.6833333333333,2,10,10
"2015-2016",8.45,3,15,6.66666666666667
"2006-2007",8.26666666666667,4,20,5
"2020-2021",6.56666666666667,5,25,4
"2019-2020",6.15,6,30,3.33333333333333
"2008-2009",5.55,7,35,2.85714285714286
"2004-2005",5.28333333333333,8,40,2.5
"2014-2015",5.13333333333333,9,45,2.22222222222222
"2011-2012",4.8,10,50,2
"2012-2013",4.21666666666667,11,55,1.81818181818182
"2021-2022",3.88333333333333,12,60,1.66666666666667
"2003-2004",3.75,13,65,1.53846153846154
"2007-2008",3.7,14,70,1.42857142857143
"2016-2017",3.58333333333333,15,75,1.33333333333333
"2009-2010",3.56666666666667,16,80,1.25
"2013-2014",3.23333333333333,17,85,1.17647058823529
"2005-2006",3.05,18,90,1.11111111111111
"2010-2011",2.83333333333333,19,95,1.05263157894737
