Years,x4_hr,rank,Probability,Frequency
"2000-2001",9.25,1,4.16666666666667,24
"2013-2014",8.3,2,8.33333333333333,12
"2015-2016",7.8,3,12.5,8
"2004-2005",7.05,4,16.6666666666667,6
"2017-2018",7.05,5,20.8333333333333,4.8
"2016-2017",5.875,6,25,4
"2021-2022",5.85,7,29.1666666666667,3.42857142857143
"2009-2010",5.75,8,33.3333333333333,3
"2014-2015",5,9,37.5,2.66666666666667
"2001-2002",4.6,10,41.6666666666667,2.4
"2008-2009",4.6,11,45.8333333333333,2.18181818181818
"1999-2000",4.575,12,50,2
"2012-2013",4.5,13,54.1666666666667,1.84615384615385
"2011-2012",4.375,14,58.3333333333333,1.71428571428571
"2019-2020",4.175,15,62.5,1.6
"2007-2008",4.025,16,66.6666666666667,1.5
"2018-2019",3.975,17,70.8333333333333,1.41176470588235
"2010-2011",3.8,18,75,1.33333333333333
"2002-2003",3.7,19,79.1666666666667,1.26315789473684
"2020-2021",3.55,20,83.3333333333333,1.2
"2003-2004",2.975,21,87.5,1.14285714285714
"2005-2006",2.925,22,91.6666666666667,1.09090909090909
"2006-2007",1.875,23,95.8333333333333,1.04347826086957
