Years,x1_5_hr,rank,Probability,Frequency
"1997-1998",28.7866666666667,1,3.7037037037037,27
"2009-2010",27.6666666666667,2,7.40740740740741,13.5
"1996-1997",22.86,3,11.1111111111111,9
"2016-2017",15.8,4,14.8148148148148,6.75
"2004-2005",15.7333333333333,5,18.5185185185185,5.4
"2005-2006",14.8666666666667,6,22.2222222222222,4.5
"2018-2019",13.6666666666667,7,25.9259259259259,3.85714285714286
"2001-2002",12.8,8,29.6296296296296,3.375
"2017-2018",11.9333333333333,9,33.3333333333333,3
"2012-2013",11.4,10,37.037037037037,2.7
"2019-2020",11.3333333333333,11,40.7407407407407,2.45454545454545
"2013-2014",11,12,44.4444444444444,2.25
"2008-2009",10.6666666666667,13,48.1481481481481,2.07692307692308
"2011-2012",9.93333333333333,14,51.8518518518518,1.92857142857143
"2002-2003",9.66666666666667,15,55.5555555555556,1.8
"1998-1999",9.6,16,59.2592592592593,1.6875
"2014-2015",8.93333333333333,17,62.962962962963,1.58823529411765
"1999-2000",8.73333333333333,18,66.6666666666667,1.5
"2020-2021",8.6,19,70.3703703703704,1.42105263157895
"2000-2001",8.2,20,74.0740740740741,1.35
"2006-2007",8.13333333333333,21,77.7777777777778,1.28571428571429
"2015-2016",7.86666666666667,22,81.4814814814815,1.22727272727273
"2003-2004",7.46666666666667,23,85.1851851851852,1.17391304347826
"2021-2022",7.4,24,88.8888888888889,1.125
"2010-2011",6.8,25,92.5925925925926,1.08
"2007-2008",5.4,26,96.2962962962963,1.03846153846154
