Years,x4_5_hr,rank,Probability,Frequency
"2008-2009",19.4888888888889,1,4.54545454545455,22
"2012-2013",14.4,2,9.09090909090909,11
"2017-2018",13.2,3,13.6363636363636,7.33333333333333
"2003-2004",11.7111111111111,4,18.1818181818182,5.5
"2011-2012",10.8222222222222,5,22.7272727272727,4.4
"2020-2021",10.7777777777778,6,27.2727272727273,3.66666666666667
"2019-2020",10.2222222222222,7,31.8181818181818,3.14285714285714
"2002-2003",9.97777777777778,8,36.3636363636364,2.75
"2014-2015",8.71111111111111,9,40.9090909090909,2.44444444444444
"2004-2005",8.68888888888889,10,45.4545454545455,2.2
"2001-2002",8.08888888888889,11,50,2
"2021-2022",7.64444444444445,12,54.5454545454545,1.83333333333333
"2010-2011",7.62222222222222,13,59.0909090909091,1.69230769230769
"2018-2019",7.6,14,63.6363636363636,1.57142857142857
"2016-2017",7.4,15,68.1818181818182,1.46666666666667
"2007-2008",7.08888888888889,16,72.7272727272727,1.375
"2009-2010",6.91111111111111,17,77.2727272727273,1.29411764705882
"2015-2016",5.82222222222222,18,81.8181818181818,1.22222222222222
"2013-2014",5.57777777777778,19,86.3636363636364,1.15789473684211
"2005-2006",5.37777777777778,20,90.9090909090909,1.1
"2006-2007",4.86666666666667,21,95.4545454545455,1.04761904761905
