Years,x30_min,rank,Probability,Frequency
"1997-1998",86.36,1,3.7037037037037,27
"1996-1997",48.268,2,7.40740740740741,13.5
"2009-2010",48,3,11.1111111111111,9
"2016-2017",37.8,4,14.8148148148148,6.75
"1998-1999",28.2,5,18.5185185185185,5.4
"2017-2018",23.8,6,22.2222222222222,4.5
"2015-2016",23,7,25.9259259259259,3.85714285714286
"2004-2005",22.6,8,29.6296296296296,3.375
"2018-2019",22.2,9,33.3333333333333,3
"2002-2003",22.2,10,37.037037037037,2.7
"2012-2013",22.2,11,40.7407407407407,2.45454545454545
"2006-2007",21.6,12,44.4444444444444,2.25
"2001-2002",21.2,13,48.1481481481481,2.07692307692308
"2013-2014",20.8,14,51.8518518518518,1.92857142857143
"2005-2006",20.6,15,55.5555555555556,1.8
"2020-2021",19.2,16,59.2592592592593,1.6875
"2008-2009",19,17,62.962962962963,1.58823529411765
"2010-2011",18.4,18,66.6666666666667,1.5
"2011-2012",17.8,19,70.3703703703704,1.42105263157895
"1999-2000",16.4,20,74.0740740740741,1.35
"2014-2015",16.4,21,77.7777777777778,1.28571428571429
"2003-2004",16,22,81.4814814814815,1.22727272727273
"2019-2020",15.8,23,85.1851851851852,1.17391304347826
"2007-2008",14.4,24,88.8888888888889,1.125
"2000-2001",13.2,25,92.5925925925926,1.08
"2021-2022",13,26,96.2962962962963,1.03846153846154
