Years,x4_hr,rank,Probability,Frequency
"2014-2015",10.7,1,3.84615384615385,26
"2020-2021",10.175,2,7.69230769230769,13
"2013-2014",9.4,3,11.5384615384615,8.66666666666667
"2000-2001",8.775,4,15.3846153846154,6.5
"2004-2005",8.775,5,19.2307692307692,5.2
"2008-2009",8.725,6,23.0769230769231,4.33333333333333
"2010-2011",8.475,7,26.9230769230769,3.71428571428571
"2021-2022",7.925,8,30.7692307692308,3.25
"2018-2019",7.15,9,34.6153846153846,2.88888888888889
"2001-2002",6.95,10,38.4615384615385,2.6
"2006-2007",6.8,11,42.3076923076923,2.36363636363636
"2011-2012",6.8,12,46.1538461538462,2.16666666666667
"1996-1997",6.675,13,50,2
"2019-2020",6.375,14,53.8461538461538,1.85714285714286
"2003-2004",6.125,15,57.6923076923077,1.73333333333333
"2007-2008",6.075,16,61.5384615384615,1.625
"2015-2016",6.025,17,65.3846153846154,1.52941176470588
"2012-2013",5.975,18,69.2307692307692,1.44444444444444
"1997-1998",5.65,19,73.0769230769231,1.36842105263158
"1995-1996",4.925,20,76.9230769230769,1.3
"2002-2003",4.85,21,80.7692307692308,1.23809523809524
"2017-2018",4.85,22,84.6153846153846,1.18181818181818
"2005-2006",4.625,23,88.4615384615385,1.1304347826087
"2009-2010",4.575,24,92.3076923076923,1.08333333333333
"2016-2017",3.925,25,96.1538461538462,1.04
