Years,x30_min,rank,Probability,Frequency
"2011-2012",43,1,8.33333333333333,12
"2018-2019",26.2,2,16.6666666666667,6
"2016-2017",23.6,3,25,4
"2017-2018",22.4,4,33.3333333333333,3
"2020-2021",20,5,41.6666666666667,2.4
"2012-2013",18.6,6,50,2
"2014-2015",18.2,7,58.3333333333333,1.71428571428571
"2019-2020",18,8,66.6666666666667,1.5
"2013-2014",14.6,9,75,1.33333333333333
"2015-2016",13.8,10,83.3333333333333,1.2
"2021-2022",12.8,11,91.6666666666667,1.09090909090909
