Years,x1_5_hr,rank,Probability,Frequency
"2009-2010",14.5333333333333,1,7.69230769230769,13
"2017-2018",13.7333333333333,2,15.3846153846154,6.5
"2004-2005",13.2,3,23.0769230769231,4.33333333333333
"2006-2007",12.2666666666667,4,30.7692307692308,3.25
"2005-2006",10.3333333333333,5,38.4615384615385,2.6
"2007-2008",8.6,6,46.1538461538462,2.16666666666667
"2018-2019",7.93333333333333,7,53.8461538461538,1.85714285714286
"2014-2015",7.6,8,61.5384615384615,1.625
"2015-2016",5.53333333333333,9,69.2307692307692,1.44444444444444
"2016-2017",4.8,10,76.9230769230769,1.3
"2020-2021",3.8,11,84.6153846153846,1.18181818181818
"2008-2009",3.26666666666667,12,92.3076923076923,1.08333333333333
