Years,x1_hr,rank,Probability,Frequency
"2009-2010",22.2,1,5,20
"2006-2007",21.2,2,10,10
"2011-2012",12.6,3,15,6.66666666666667
"2018-2019",11,4,20,5
"2021-2022",9.4,5,25,4
"2007-2008",8.1,6,30,3.33333333333333
"2012-2013",7.9,7,35,2.85714285714286
"2008-2009",7.8,8,40,2.5
"2019-2020",7.1,9,45,2.22222222222222
"2013-2014",6.7,10,50,2
"2005-2006",6,11,55,1.81818181818182
"2015-2016",5.9,12,60,1.66666666666667
"2020-2021",5.9,13,65,1.53846153846154
"2017-2018",5.7,14,70,1.42857142857143
"2014-2015",5.3,15,75,1.33333333333333
"2003-2004",5,16,80,1.25
"2010-2011",4.3,17,85,1.17647058823529
"2016-2017",4.2,18,90,1.11111111111111
"2004-2005",4.1,19,95,1.05263157894737
