Years,x10_min,rank,Probability,Frequency
"2018-2019",28.2,1,16.6666666666667,6
"2019-2020",28.2,2,33.3333333333333,3
"2020-2021",27.6,3,50,2
"2017-2018",22.2,4,66.6666666666667,1.5
"2021-2022",11.4,5,83.3333333333333,1.2
