Years,x3_hr,rank,Probability,Frequency
"2002-2003",8.4,1,6.25,16
"2005-2006",6.83333333333333,2,12.5,8
"1993-1994",6.56666666666667,3,18.75,5.33333333333333
"2001-2002",6.23333333333333,4,25,4
"1997-1998",5.93333333333333,5,31.25,3.2
"1995-1996",5.7,6,37.5,2.66666666666667
"1994-1995",5.63333333333333,7,43.75,2.28571428571429
"1996-1997",5.06666666666667,8,50,2
"2000-2001",4.96666666666667,9,56.25,1.77777777777778
"1998-1999",4.46666666666667,10,62.5,1.6
"1999-2000",4.43333333333333,11,68.75,1.45454545454545
"2003-2004",4.33333333333333,12,75,1.33333333333333
"2006-2007",3.86666666666667,13,81.25,1.23076923076923
"2007-2008",3.63333333333333,14,87.5,1.14285714285714
"2004-2005",3,15,93.75,1.06666666666667
