Years,x40_min,rank,Probability,Frequency
"2009-2010",24.6,1,5.55555555555556,18
"2015-2016",21.15,2,11.1111111111111,9
"2005-2006",19.35,3,16.6666666666667,6
"2013-2014",19.2,4,22.2222222222222,4.5
"2007-2008",15.6,5,27.7777777777778,3.6
"2014-2015",13.05,6,33.3333333333333,3
"2016-2017",11.4,7,38.8888888888889,2.57142857142857
"2020-2021",10.95,8,44.4444444444444,2.25
"2012-2013",9.9,9,50,2
"2006-2007",9.15,10,55.5555555555556,1.8
"2018-2019",8.55,11,61.1111111111111,1.63636363636364
"2010-2011",8.4,12,66.6666666666667,1.5
"2021-2022",8.4,13,72.2222222222222,1.38461538461538
"2017-2018",7.95,14,77.7777777777778,1.28571428571429
"2019-2020",7.65,15,83.3333333333333,1.2
"2011-2012",6.9,16,88.8888888888889,1.125
"2008-2009",6.45,17,94.4444444444444,1.05882352941176
